rok,miesiac,dzien,max_temp,min_temp,sr_temp,min_temp_grunt,suma_opad,rodz_opad,sr_zachm,sr_predk_wiatr,sr_cisn,sr_wilg,sr_cisn_stacja,sr_cisn_morze,opad_dzien,opad_noc
2012,3,7,0.1,-5.1,-3.0,-8.1,0.0,S,3.9,1.5,2.7,54.8,1015.9,1029.7,0.0,0.0
2012,3,8,4.9,-7.6,-1.7,-9.2,0.0,,0.4,3.1,3.2,61.8,1009.8,1023.4,0.0,0.0
2012,3,9,1.6,-6.5,-1.0,-8.7,0.0,,5.8,1.5,5.3,91.4,1019.5,1033.2,0.0,0.0
2012,3,10,7.9,-2.5,3.1,-5.5,3.0,W,6.5,2.0,6.6,86.5,1014.9,1028.3,0.6,2.4
2012,3,11,7.1,2.1,4.3,0.5,0.0,,4.4,8.0,5.9,71.3,1003.7,1016.9,0.0,0.0
2012,3,12,4.9,-2.9,1.8,-6.1,0.0,W,5.9,2.4,6.5,91.4,1006.3,1019.7,0.0,0.0
2012,3,13,8.3,4.2,6.1,3.2,0.0,,7.3,5.3,8.1,86.4,1008.9,1022.1,0.0,0.0
2012,3,14,7.1,3.5,4.3,1.9,0.8,W,5.4,4.9,6.7,79.8,1009.3,1022.7,0.8,0.0
2012,3,15,6.5,-3.2,1.5,-5.1,0.0,,3.4,3.3,5.8,84.8,1015.1,1028.6,0.0,0.0
2012,3,16,12.6,2.7,6.5,-0.9,0.0,,3.3,1.6,7.1,75.1,1009.5,1022.7,0.0,0.0
2012,3,17,20.0,-1.5,8.6,-4.4,0.0,,0.0,1.3,6.7,66.9,1004.5,1017.6,0.0,0.0
2012,3,18,17.6,0.4,8.6,-3.2,0.0,,1.0,2.0,7.7,71.4,1001.0,1014.0,0.0,0.0
2012,3,19,11.1,4.0,7.5,0.2,0.0,,3.4,5.6,6.7,65.5,1005.4,1018.5,0.0,0.0
2012,3,20,10.4,1.6,6.3,0.6,0.0,W,4.3,6.1,6.3,67.1,1015.4,1028.7,0.0,0.0
2012,3,21,14.0,8.0,10.2,7.7,0.0,W,6.8,6.3,9.3,74.8,1015.8,1028.9,0.0,0.0
2012,3,22,14.1,4.7,9.8,3.5,0.0,,3.5,3.3,9.0,75.8,1017.8,1031.0,0.0,0.0
2012,3,23,17.6,4.8,10.8,3.2,0.0,,1.9,4.4,8.7,69.3,1012.9,1025.9,0.0,0.0
2012,3,24,14.6,0.9,7.9,-3.9,0.0,,1.3,1.6,6.1,60.9,1012.3,1025.5,0.0,0.0
2012,3,25,13.2,0.9,6.1,-2.2,0.0,,3.1,6.8,6.2,67.1,1009.2,1022.4,0.0,0.0
2012,3,26,10.7,-2.3,4.3,-4.5,0.0,,3.1,4.1,5.2,65.5,1016.5,1029.9,0.0,0.0
2012,3,27,14.2,4.3,8.8,2.4,0.0,,5.1,8.0,6.3,56.4,1007.9,1021.0,0.0,0.0
2012,3,28,18.9,0.6,10.6,-2.9,1.0,W,4.0,5.5,7.3,59.6,1002.9,1015.9,0.0,1.0
2012,3,29,13.9,4.6,8.1,3.3,2.4,W,6.0,7.8,7.1,66.6,990.5,1003.4,1.4,1.0
2012,3,30,9.7,2.1,5.4,1.5,5.0,W,6.5,4.6,6.8,77.1,987.9,1000.9,0.0,5.0
2012,3,31,6.8,0.6,2.9,0.2,8.2,S,7.0,6.0,6.7,89.3,980.5,993.5,7.8,0.4
2012,4,1,5.0,0.6,2.1,-1.9,0.8,S,6.4,6.0,4.7,67.3,992.2,1005.5,0.0,0.8
2012,4,2,8.0,0.1,4.2,-2.3,0.2,S,6.1,6.1,5.5,68.1,989.3,1002.3,0.2,0.0
2012,4,3,10.6,-1.1,5.0,-4.2,0.0,W,5.1,1.3,5.4,65.0,996.7,1009.9,0.0,0.0
2012,4,4,13.7,2.2,6.8,0.1,1.8,W,6.1,2.8,8.9,89.3,994.6,1007.6,1.8,0.0
2012,4,5,9.1,1.8,3.1,-0.2,0.0,,6.1,3.0,6.4,84.4,1004.0,1017.3,0.0,0.0
2012,4,6,5.9,-1.0,3.0,-3.3,0.0,W,6.1,1.8,6.3,83.3,997.8,1011.0,0.0,0.0
2012,4,7,7.7,1.8,4.4,0.8,0.0,S,7.1,1.8,6.7,80.4,986.7,999.7,0.0,0.0
2012,4,8,5.2,0.8,1.6,0.0,0.0,S,6.1,6.8,4.8,69.1,991.4,1004.7,0.0,0.0
2012,4,9,8.0,-4.6,1.7,-8.1,0.0,,1.8,2.1,3.5,53.8,998.7,1012.0,0.0,0.0
2012,4,10,13.2,-2.2,6.0,-5.6,0.0,,2.5,3.8,3.6,42.3,996.6,1009.7,0.0,0.0
2012,4,11,16.8,2.8,9.6,0.7,0.0,,4.1,4.5,4.9,43.0,989.2,1002.0,0.0,0.0
2012,4,12,17.6,3.0,11.1,0.0,1.2,W,6.3,1.8,7.7,60.3,987.1,999.8,0.0,1.2
2012,4,13,13.4,5.9,8.5,5.6,0.4,W,5.4,3.4,8.4,77.1,989.9,1002.8,0.4,0.0
2012,4,14,14.9,3.8,9.7,0.1,3.6,W,6.6,3.3,8.5,72.3,992.4,1005.2,1.4,2.2
2012,4,15,12.4,7.6,9.9,7.1,21.4,W,7.8,5.8,10.5,86.0,989.8,1002.6,5.2,16.2
2012,4,16,11.2,5.4,6.8,4.9,7.4,W,8.0,6.5,9.2,92.6,989.0,1001.9,6.6,0.8
2012,4,17,9.7,2.0,5.7,1.3,0.0,,4.4,3.8,5.3,60.3,998.4,1011.5,0.0,0.0
2012,4,18,12.5,-0.2,7.1,-4.0,0.0,W,5.4,4.3,5.7,59.4,993.1,1006.1,0.0,0.0
2012,4,19,11.1,7.0,8.7,6.6,0.4,W,7.9,2.5,9.8,87.4,985.7,998.5,0.4,0.0
2012,4,20,16.2,6.3,10.1,2.8,0.2,W,5.1,1.6,10.3,85.1,984.7,997.4,0.2,0.0
2012,4,21,20.3,4.5,11.8,1.3,2.0,W,3.8,1.9,10.2,76.4,990.2,1002.9,2.0,0.0
2012,4,22,18.6,5.2,13.2,2.1,10.2,W,4.6,1.8,9.0,63.6,992.7,1005.4,0.0,10.2
2012,4,23,14.4,6.6,9.8,6.1,0.6,W,6.1,2.6,8.7,73.4,995.3,1008.1,0.4,0.2
2012,4,24,17.5,5.7,12.0,3.2,4.4,W,4.6,4.9,9.9,71.3,992.5,1005.2,4.0,0.4
2012,4,25,15.7,10.2,11.9,7.3,0.0,,4.8,2.9,9.3,68.3,993.4,1006.2,0.0,0.0
2012,4,26,22.3,3.7,14.4,0.4,0.0,,3.4,2.6,7.3,51.0,1001.5,1014.3,0.0,0.0
2012,4,27,26.0,8.9,18.2,4.8,0.0,,2.5,1.9,10.3,53.5,1005.4,1018.1,0.0,0.0
2012,4,28,29.3,10.4,20.9,6.3,0.0,,1.9,2.0,11.0,49.6,1007.8,1020.4,0.0,0.0
2012,4,29,30.4,11.2,21.7,7.7,0.0,,2.5,2.1,10.6,46.6,1002.3,1014.7,0.0,0.0
2012,4,30,30.3,12.1,21.9,7.8,0.0,,0.1,1.1,9.7,42.6,1001.7,1014.1,0.0,0.0
2012,5,1,30.0,12.8,22.0,7.6,0.0,,0.9,1.8,11.7,48.6,1003.9,1016.4,0.0,0.0
2012,5,2,24.0,12.2,18.2,9.3,0.8,W,3.1,2.9,12.3,58.4,1002.7,1015.3,0.8,0.0
2012,5,3,26.5,13.8,20.0,11.0,0.0,,3.1,2.5,10.3,45.6,996.2,1008.6,0.0,0.0
2012,5,4,22.7,11.8,17.5,7.5,2.0,W,5.0,2.5,15.1,76.4,990.9,1003.3,1.8,0.2
2012,5,5,23.0,12.0,17.8,8.9,1.8,W,3.3,1.5,11.7,61.6,992.4,1004.9,0.0,1.8
2012,5,6,19.9,10.1,13.7,8.7,1.0,W,5.4,3.5,12.2,77.6,995.3,1008.0,0.0,1.0
2012,5,7,10.1,5.9,6.8,5.8,4.0,W,5.8,2.6,8.3,84.1,1004.7,1017.9,4.0,0.0
2012,5,8,17.1,2.5,10.6,-1.1,0.0,,1.4,1.4,7.8,64.6,1008.2,1021.2,0.0,0.0
2012,5,9,19.0,5.2,13.1,1.0,0.0,,2.6,2.1,10.7,73.3,1008.7,1021.6,0.0,0.0
2012,5,10,26.0,9.0,18.3,7.5,0.0,,4.5,2.1,12.8,65.4,1010.2,1022.9,0.0,0.0
2012,5,11,29.5,14.0,22.6,11.1,0.0,W,5.4,1.6,14.4,55.9,1008.1,1020.6,0.0,0.0
2012,5,12,25.2,10.6,12.7,9.8,1.2,W,5.1,4.1,11.1,74.0,1007.9,1020.8,1.2,0.0
2012,5,13,11.5,4.9,8.1,2.3,3.0,W,4.8,2.8,9.0,82.3,1012.0,1025.2,3.0,0.0
2012,5,14,16.1,5.6,11.5,1.3,0.0,,3.9,2.9,7.8,59.8,1009.5,1022.5,0.0,0.0
2012,5,15,14.3,9.3,10.7,8.3,17.8,W,7.4,3.6,9.5,74.1,1000.7,1013.6,3.0,14.8
2012,5,16,12.5,9.5,10.6,9.1,3.0,W,7.6,3.6,11.8,92.1,995.9,1008.8,2.6,0.4
2012,5,17,12.7,7.1,9.2,6.4,0.0,,6.0,6.1,7.4,64.4,1002.5,1015.5,0.0,0.0
2012,5,18,15.6,1.1,9.6,-2.4,0.0,,1.9,1.9,6.4,58.1,1007.9,1021.0,0.0,0.0
2012,5,19,20.8,6.3,14.4,4.1,0.0,,2.9,3.4,10.4,64.5,1006.9,1019.7,0.0,0.0
2012,5,20,26.2,10.9,19.4,8.4,0.0,,1.9,3.9,14.7,67.6,1002.6,1015.1,0.0,0.0
2012,5,21,28.1,15.5,22.4,17.5,0.0,,2.9,4.3,15.5,60.0,998.3,1010.6,0.0,0.0
2012,5,22,28.4,16.6,23.0,13.8,0.0,,0.4,5.1,13.2,49.9,998.6,1010.9,0.0,0.0
2012,5,23,28.1,14.9,22.4,10.8,0.0,W,3.8,4.1,14.0,53.0,1004.1,1016.5,0.0,0.0
2012,5,24,23.4,14.5,18.1,13.6,0.0,,2.0,6.3,9.6,47.4,1010.2,1022.9,0.0,0.0
2012,5,25,20.1,11.0,15.9,9.6,0.0,,1.0,4.9,7.7,43.8,1011.7,1024.5,0.0,0.0
2012,5,26,21.6,9.9,15.9,6.3,0.0,,2.5,3.0,8.2,46.9,1008.8,1021.6,0.0,0.0
2012,5,27,21.3,10.2,16.6,6.5,0.0,,4.0,2.1,10.5,57.0,1006.0,1018.7,0.0,0.0
2012,5,28,23.7,11.6,18.3,9.1,0.0,,4.3,1.1,10.7,54.1,999.0,1011.5,0.0,0.0
2012,5,29,24.6,10.3,17.1,7.0,1.6,W,4.3,2.5,11.7,63.6,995.3,1007.9,1.4,0.2
2012,5,30,16.9,7.9,12.1,6.6,0.0,,5.0,3.1,8.1,59.5,1001.1,1014.0,0.0,0.0
2012,5,31,18.1,9.8,13.8,8.8,7.4,W,6.3,3.0,9.3,60.8,1002.0,1014.7,0.0,7.4
2012,6,1,15.8,10.7,11.8,9.5,4.0,W,6.6,3.9,12.3,89.0,993.2,1005.9,4.0,0.0
2012,6,2,13.6,8.9,10.3,7.4,0.4,W,4.1,5.9,7.0,57.5,997.2,1010.1,0.4,0.0
2012,6,3,17.7,5.9,12.6,4.6,5.0,W,6.1,2.3,8.1,57.9,997.1,1009.9,0.0,5.0
2012,6,4,15.5,11.0,12.8,10.7,0.2,W,7.5,1.9,13.0,88.4,995.9,1008.7,0.2,0.0
2012,6,5,16.9,11.1,14.2,9.3,0.0,W,6.8,2.3,12.5,77.8,997.9,1010.6,0.0,0.0
2012,6,6,18.4,9.3,13.6,8.7,0.0,W,6.3,2.9,8.7,57.1,1000.1,1012.9,0.0,0.0
2012,6,7,20.3,11.3,16.4,9.8,0.0,,6.3,1.0,11.7,64.5,996.8,1009.4,0.0,0.0
2012,6,8,25.8,12.1,18.9,10.1,1.6,W,6.3,2.1,16.8,78.1,995.3,1007.8,1.6,0.0
2012,6,9,23.3,16.6,20.2,15.5,0.0,W,5.6,2.1,15.3,66.4,999.3,1011.8,0.0,0.0
2012,6,10,25.0,11.7,18.5,9.1,15.0,W,4.9,1.8,14.0,69.6,997.7,1010.2,4.8,10.2
2012,6,11,18.8,13.3,15.8,13.2,0.0,W,6.9,3.0,15.2,85.5,991.4,1004.0,0.0,0.0
2012,6,12,22.6,13.1,18.2,11.6,13.4,W,6.3,2.3,14.4,71.0,991.7,1004.2,0.0,13.4
2012,6,13,20.7,15.0,16.8,14.4,4.6,W,6.9,4.0,15.9,84.3,991.8,1004.3,4.6,0.0
2012,6,14,18.5,14.2,16.0,12.8,0.2,W,6.8,2.4,14.0,78.1,1002.4,1015.1,0.0,0.2
2012,6,15,18.3,10.6,13.5,10.5,0.0,,5.3,4.3,11.1,73.8,1008.0,1020.9,0.0,0.0
2012,6,16,28.2,8.4,20.1,5.6,0.0,W,3.0,2.6,13.7,60.9,1006.9,1019.5,0.0,0.0
2012,6,17,25.8,19.7,21.9,18.2,0.0,W,5.6,2.6,17.0,65.3,1007.7,1020.2,0.0,0.0
2012,6,18,28.6,15.7,22.7,13.3,0.0,,2.4,2.6,17.2,64.3,1007.8,1020.3,0.0,0.0
2012,6,19,27.0,19.4,21.6,17.5,0.0,,3.3,4.0,17.4,68.3,1006.0,1018.5,0.0,0.0
2012,6,20,22.1,14.7,18.3,13.3,12.2,W,6.1,4.5,14.9,70.9,1004.9,1017.5,0.0,12.2
2012,6,21,24.6,14.9,19.7,14.3,1.2,W,5.6,2.8,19.9,86.8,998.2,1010.7,1.2,0.0
2012,6,22,20.5,16.3,17.7,15.8,0.0,W,7.1,4.1,17.5,86.9,1001.2,1013.8,0.0,0.0
2012,6,23,23.6,13.7,19.1,12.2,0.0,,2.8,3.3,13.4,63.6,1008.0,1020.6,0.0,0.0
2012,6,24,25.8,10.9,20.0,8.5,5.2,W,4.1,1.5,12.0,55.4,1004.6,1017.2,0.0,5.2
2012,6,25,23.4,15.1,17.2,14.7,0.0,W,6.0,3.5,12.7,65.1,996.5,1009.0,0.0,0.0
2012,6,26,18.1,12.0,14.4,11.0,0.4,W,5.8,6.1,11.8,72.3,998.7,1011.4,0.4,0.0
2012,6,27,20.2,13.4,15.9,12.8,0.0,,5.9,5.6,11.0,62.1,1002.0,1014.7,0.0,0.0
2012,6,28,22.2,10.4,16.9,7.0,0.0,,3.8,1.8,10.9,59.5,1000.9,1013.6,0.0,0.0
2012,6,29,25.8,14.9,20.4,13.3,0.0,,3.1,2.4,12.7,54.9,1003.1,1015.6,0.0,0.0
2012,6,30,30.7,15.2,24.1,14.0,0.0,,2.6,2.4,16.1,56.0,1002.6,1014.9,0.0,0.0
2012,7,1,34.6,20.1,26.5,18.4,13.8,W,4.3,2.6,21.3,63.9,1001.6,1013.9,3.4,10.4
2012,7,2,28.8,19.1,22.5,17.9,0.0,W,5.9,2.9,20.9,78.1,1007.4,1019.9,0.0,0.0
2012,7,3,31.5,18.8,24.6,17.8,11.6,W,3.8,2.6,20.7,69.0,1004.2,1016.6,0.0,11.6
2012,7,4,28.5,18.7,23.6,17.1,0.2,W,4.5,1.6,21.6,75.6,1002.6,1014.9,0.2,0.0
2012,7,5,30.7,18.1,25.0,16.6,0.0,,2.6,1.8,20.9,67.9,1001.5,1013.8,0.0,0.0
2012,7,6,33.2,21.4,26.0,19.5,0.0,,3.3,2.5,20.1,61.0,999.2,1011.4,0.0,0.0
2012,7,7,32.4,19.3,26.5,17.6,0.0,,3.5,1.6,20.1,59.4,998.9,1011.1,0.0,0.0
2012,7,8,29.4,19.0,22.5,17.6,18.0,W,4.1,1.8,19.7,73.3,998.7,1011.0,0.0,18.0
2012,7,9,27.6,17.0,22.5,15.0,0.0,,4.3,3.0,17.4,67.0,998.0,1010.4,0.0,0.0
2012,7,10,26.7,15.1,22.1,12.9,0.0,,2.5,1.1,14.6,57.8,1000.4,1012.8,0.0,0.0
2012,7,11,28.6,17.4,22.8,13.7,0.0,W,5.1,1.8,16.1,60.1,999.3,1011.7,0.0,0.0
2012,7,12,24.0,15.5,18.0,14.8,4.0,W,4.9,2.8,15.2,74.3,998.4,1011.0,2.2,1.8
2012,7,13,20.9,10.9,15.9,10.3,0.0,,6.3,2.1,12.2,69.5,999.7,1012.4,0.0,0.0
2012,7,14,23.8,12.9,18.9,12.0,0.0,W,5.5,2.9,14.5,68.9,994.2,1006.7,0.0,0.0
2012,7,15,23.7,14.8,18.6,13.9,2.4,W,4.9,2.6,13.1,63.6,997.6,1010.1,0.0,2.4
2012,7,16,21.1,12.8,15.9,12.1,2.6,W,4.1,4.0,12.6,71.8,1004.3,1017.0,2.6,0.0
2012,7,17,18.1,10.6,14.3,9.1,3.4,W,4.9,2.4,13.1,80.4,1002.7,1015.5,3.4,0.0
2012,7,18,20.6,12.8,16.2,11.8,6.6,W,6.5,3.9,13.2,73.0,1000.8,1013.4,0.4,6.2
2012,7,19,24.5,14.9,17.8,14.1,2.4,W,6.3,2.1,16.3,82.0,993.7,1006.2,1.2,1.2
2012,7,20,20.9,12.9,16.8,11.7,0.0,,3.9,3.5,11.7,63.0,998.0,1010.6,0.0,0.0
2012,7,21,21.2,9.6,15.7,7.1,0.0,,5.0,2.3,10.8,63.0,1003.7,1016.4,0.0,0.0
2012,7,22,21.7,9.2,16.2,7.3,0.0,,2.6,2.3,10.0,56.8,1010.1,1022.9,0.0,0.0
2012,7,23,24.3,11.8,18.6,7.9,0.0,,1.6,1.5,11.0,54.1,1016.1,1028.8,0.0,0.0
2012,7,24,27.3,12.1,20.6,8.1,0.0,,3.1,2.5,10.9,48.1,1012.6,1025.2,0.0,0.0
2012,7,25,29.2,15.3,22.8,12.7,7.4,W,4.9,3.0,16.0,58.9,1005.3,1017.7,0.0,7.4
2012,7,26,27.9,19.3,23.3,17.7,0.0,,6.5,2.6,20.7,73.9,1002.2,1014.6,0.0,0.0
2012,7,27,31.0,19.7,25.8,18.2,0.0,,3.3,0.9,20.0,63.1,1001.6,1013.8,0.0,0.0
2012,7,28,32.5,19.6,26.6,17.7,0.0,,1.3,2.1,19.2,58.3,998.2,1010.4,0.0,0.0
2012,7,29,30.9,20.5,25.1,18.9,0.0,W,3.1,2.5,19.1,60.8,996.8,1009.1,0.0,0.0
2012,7,30,25.5,18.2,20.9,17.5,0.6,W,4.9,2.8,16.0,67.0,1003.0,1015.5,0.6,0.0
2012,7,31,26.8,12.4,20.7,9.2,0.0,W,4.0,1.8,12.4,55.0,1006.0,1018.5,0.0,0.0
2012,8,1,26.8,15.8,21.9,12.0,0.0,,4.5,2.1,13.7,54.3,1006.4,1018.9,0.0,0.0
2012,8,2,30.8,17.3,24.6,15.8,0.4,W,4.3,5.0,14.1,47.4,1004.5,1016.9,0.0,0.4
2012,8,3,32.2,19.8,23.0,17.3,1.6,W,4.9,3.3,19.0,68.8,1001.5,1013.9,1.6,0.0
2012,8,4,27.0,17.9,21.9,16.3,0.0,,4.8,1.8,17.9,70.3,1002.9,1015.4,0.0,0.0
2012,8,5,29.6,15.7,21.9,12.9,3.4,W,4.4,2.6,18.5,73.3,1001.7,1014.1,3.4,0.0
2012,8,6,34.6,16.9,25.4,14.8,6.0,W,4.3,2.4,19.7,65.9,997.6,1009.8,0.0,6.0
2012,8,7,29.5,16.0,20.5,15.5,0.4,W,4.6,4.4,16.1,68.6,1002.4,1014.9,0.4,0.0
2012,8,8,22.2,14.3,18.1,12.1,0.0,,3.1,3.1,12.7,62.1,1006.9,1019.5,0.0,0.0
2012,8,9,20.5,10.6,15.6,8.4,3.0,W,4.0,2.8,13.1,75.0,1007.7,1020.5,3.0,0.0
2012,8,10,21.1,11.4,15.7,10.3,0.0,W,5.4,4.6,12.1,69.0,1006.5,1019.3,0.0,0.0
2012,8,11,17.9,11.3,14.0,10.5,3.6,W,6.4,2.6,13.7,86.1,1005.9,1018.7,3.6,0.0
2012,8,12,19.5,10.2,15.0,9.0,0.0,,3.4,3.6,10.9,65.9,1006.4,1019.2,0.0,0.0
2012,8,13,19.0,10.2,14.7,8.3,1.2,W,5.3,3.4,13.6,81.0,1003.8,1016.6,0.8,0.4
2012,8,14,16.5,13.8,14.9,13.3,7.4,W,8.0,5.4,15.4,91.1,998.2,1010.9,7.2,0.2
2012,8,15,18.9,14.0,15.8,13.6,0.0,,6.1,3.9,15.0,84.0,1000.3,1012.9,0.0,0.0
2012,8,16,20.7,12.4,16.3,11.2,0.0,,5.3,1.5,14.0,76.9,1003.8,1016.5,0.0,0.0
2012,8,17,22.1,12.5,17.6,9.6,0.0,,5.5,1.9,15.2,76.9,1007.0,1019.6,0.0,0.0
2012,8,18,23.8,12.6,18.4,9.8,0.0,,3.0,1.4,14.8,72.3,1010.4,1023.1,0.0,0.0
2012,8,19,29.7,12.2,21.6,9.6,0.0,,2.0,1.3,14.8,61.8,1009.0,1021.6,0.0,0.0
2012,8,20,34.1,15.0,25.1,12.5,0.2,W,3.5,1.9,16.9,57.5,1003.9,1016.2,0.0,0.2
2012,8,21,29.5,19.1,23.6,18.5,0.0,W,4.0,2.3,18.2,64.8,1004.1,1016.5,0.0,0.0
2012,8,22,28.2,17.2,22.1,14.9,0.8,W,5.0,2.8,18.3,71.1,999.9,1012.3,0.8,0.0
2012,8,23,25.2,12.9,19.6,9.3,0.0,,1.9,3.3,12.6,58.0,1001.7,1014.2,0.0,0.0
2012,8,24,25.5,10.3,18.9,6.0,0.2,W,4.4,1.5,13.7,66.0,997.9,1010.5,0.0,0.2
2012,8,25,23.9,16.9,19.8,14.8,0.8,W,4.9,2.3,19.2,84.0,995.9,1008.3,0.4,0.4
2012,8,26,21.3,15.0,18.1,12.5,5.6,W,6.5,1.6,18.2,87.6,997.4,1010.0,5.6,0.0
2012,8,27,19.3,14.9,16.1,13.9,0.4,W,5.5,5.1,13.8,76.0,1001.7,1014.4,0.4,0.0
2012,8,28,20.8,7.7,14.7,4.6,0.0,,2.9,1.6,11.2,69.8,1008.0,1020.9,0.0,0.0
2012,8,29,24.7,9.5,17.4,7.1,0.0,,4.6,1.3,11.1,60.8,1007.7,1020.4,0.0,0.0
2012,8,30,25.3,11.4,18.8,8.5,0.0,,2.5,3.1,12.0,57.9,1007.0,1019.6,0.0,0.0
2012,8,31,26.1,12.5,19.5,10.4,0.0,W,6.0,3.9,12.4,56.8,1003.3,1015.9,0.0,0.0
2012,9,1,20.3,15.7,17.1,14.6,0.2,W,7.4,2.5,17.1,88.5,1008.1,1020.8,0.2,0.0
2012,9,2,22.9,13.9,18.2,11.3,0.0,W,6.0,1.4,14.2,70.6,1012.1,1024.8,0.0,0.0
2012,9,3,24.5,14.4,19.5,11.1,0.0,,5.0,1.0,14.2,64.3,1009.4,1022.0,0.0,0.0
2012,9,4,23.5,11.9,17.4,10.7,0.0,,1.9,2.3,12.9,67.3,1007.6,1020.3,0.0,0.0
2012,9,5,24.0,10.3,17.5,6.8,0.4,W,4.8,2.0,13.8,71.9,1004.7,1017.3,0.0,0.4
2012,9,6,18.6,12.6,14.7,11.8,0.0,,5.5,4.3,11.0,66.5,1006.0,1018.8,0.0,0.0
2012,9,7,16.7,9.7,12.8,8.8,2.4,W,6.5,3.4,11.4,77.4,1005.8,1018.7,2.4,0.0
2012,9,8,18.7,12.0,15.0,11.0,0.0,,4.3,4.5,12.5,75.4,1004.0,1016.7,0.0,0.0
2012,9,9,20.4,12.8,15.8,11.5,0.0,,4.6,2.9,10.8,62.5,1007.4,1020.2,0.0,0.0
2012,9,10,25.1,9.0,17.4,6.8,0.0,,2.8,3.4,10.6,56.1,1007.5,1020.3,0.0,0.0
2012,9,11,30.4,12.5,21.0,9.5,0.0,,2.1,1.8,12.7,55.1,1001.7,1014.2,0.0,0.0
2012,9,12,22.4,15.0,17.8,12.6,8.4,W,6.1,2.1,14.7,72.8,995.8,1008.3,4.2,4.2
2012,9,13,15.1,10.8,11.9,10.3,10.4,W,8.0,4.4,13.3,95.6,998.1,1010.9,5.8,4.6
2012,9,14,18.4,9.7,13.3,8.8,0.0,W,5.6,2.1,11.6,78.0,1001.0,1013.8,0.0,0.0
2012,9,15,16.6,10.9,13.5,9.7,0.0,,5.6,3.8,11.8,77.0,997.8,1010.6,0.0,0.0
2012,9,16,18.5,12.7,15.1,11.8,0.0,,6.5,2.3,12.7,75.0,1005.5,1018.2,0.0,0.0
2012,9,17,21.5,11.5,16.1,8.9,0.0,,3.6,2.0,11.9,67.6,1004.3,1017.0,0.0,0.0
2012,9,18,24.2,9.5,16.7,6.6,0.0,,2.6,1.6,13.1,70.9,1000.9,1013.5,0.0,0.0
2012,9,19,21.2,11.6,14.1,10.2,1.2,W,5.1,3.3,13.6,85.5,998.8,1011.5,1.2,0.0
2012,9,20,13.4,9.1,10.6,8.3,0.0,,6.0,2.1,10.2,80.3,1007.7,1020.7,0.0,0.0
2012,9,21,17.7,3.6,10.2,-0.4,0.0,,3.3,1.0,8.3,70.3,1009.8,1022.9,0.0,0.0
2012,9,22,13.0,6.1,9.6,4.5,1.0,W,6.6,3.3,10.0,83.5,999.7,1012.7,1.0,0.0
2012,9,23,14.5,7.4,10.3,6.4,0.0,,3.9,5.0,8.0,65.5,1002.2,1015.2,0.0,0.0
2012,9,24,15.6,1.3,9.1,-1.6,0.0,,5.0,2.5,7.7,69.9,997.3,1010.3,0.0,0.0
2012,9,25,19.8,9.6,13.3,8.0,0.0,,4.4,2.3,11.4,74.4,993.2,1005.9,0.0,0.0
2012,9,26,24.0,7.4,15.9,3.4,0.0,,4.1,2.5,13.1,75.5,995.6,1008.2,0.0,0.0
2012,9,27,25.9,13.3,17.3,11.4,2.6,W,5.0,3.4,14.0,72.5,994.6,1007.1,0.0,2.6
2012,9,28,17.1,10.8,13.3,7.9,0.0,W,5.1,2.6,11.7,78.0,1003.8,1016.6,0.0,0.0
2012,9,29,21.2,6.0,14.0,2.9,1.2,W,5.3,1.6,11.0,71.8,1004.6,1017.4,0.0,1.2
2012,9,30,16.9,10.5,12.4,7.5,0.0,,3.5,3.4,10.4,73.9,1007.0,1019.9,0.0,0.0
2012,10,1,15.7,4.1,9.8,0.5,2.6,W,6.0,2.4,10.7,88.3,1008.2,1021.3,2.6,0.0
2012,10,2,17.9,9.5,13.3,6.9,0.7,W,6.1,1.3,12.6,84.3,1004.5,1017.3,0.0,0.7
2012,10,3,15.5,11.3,12.6,10.7,2.0,W,6.4,0.3,13.8,94.9,1002.9,1015.8,2.0,0.0
2012,10,4,20.9,5.0,14.0,3.0,7.0,W,4.8,2.5,12.2,78.9,999.1,1011.8,0.0,7.0
2012,10,5,17.5,10.2,12.4,9.5,0.0,W,6.8,4.6,9.4,65.8,999.9,1012.7,0.0,0.0
2012,10,6,21.6,12.0,15.4,11.6,0.6,W,6.9,4.6,12.5,72.5,996.4,1009.1,0.0,0.6
2012,10,7,18.4,7.8,9.1,7.0,0.0,,5.5,3.0,9.3,80.3,999.3,1012.3,0.0,0.0
2012,10,8,11.6,6.0,9.0,4.9,0.0,W,6.0,4.8,8.8,77.3,1000.8,1013.8,0.0,0.0
2012,10,9,12.8,5.6,9.1,4.4,0.0,W,4.8,4.0,7.5,66.1,993.9,1006.8,0.0,0.0
2012,10,10,10.4,6.6,8.2,5.9,0.4,W,6.9,5.1,7.7,71.0,996.8,1009.8,0.0,0.4
2012,10,11,10.7,5.0,6.7,3.5,1.4,W,5.6,2.9,8.2,84.3,1000.1,1013.2,1.4,0.0
2012,10,12,10.8,0.6,4.8,-1.6,0.0,W,3.0,1.4,7.3,85.5,1003.5,1016.7,0.0,0.0
2012,10,13,13.8,3.2,7.0,1.4,0.2,W,5.4,2.0,8.1,82.0,1001.2,1014.3,0.2,0.0
2012,10,14,15.6,2.4,9.4,-0.8,0.0,W,4.4,2.0,10.2,86.5,996.6,1009.5,0.0,0.0
