,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
231,249190370,RABKA,2012,1,15,-3.2,,-4.5,,-4.1,,0.0,8.0,5.1,,S,37,
232,249190370,RABKA,2012,1,16,-3.8,,-7.5,,-5.5,,0.0,8.0,3.1,,S,53,
233,249190370,RABKA,2012,1,17,-3.0,,-7.5,,-5.0,,0.0,8.0,1.8,,S,38,
234,249190370,RABKA,2012,1,18,-1.0,,-8.5,,-4.7,,0.0,8.0,2.3,,S,40,
235,249190370,RABKA,2012,1,19,2.5,,-6.0,,-0.6,,0.0,8.0,1.1,,W,36,
236,249190370,RABKA,2012,1,20,2.8,,-1.5,,0.0,,0.0,8.0,8.1,,S,30,
237,249190370,RABKA,2012,1,21,0.9,,-4.0,,-1.6,,0.0,8.0,1.6,,S,39,
238,249190370,RABKA,2012,1,22,2.4,,-1.5,,0.7,,0.0,8.0,4.9,,S,38,
239,249190370,RABKA,2012,1,23,2.0,,-0.5,,0.9,,0.0,8.0,0.5,,S,39,
240,249190370,RABKA,2012,1,24,1.9,,-1.5,,-0.5,,0.0,8.0,0.6,,S,35,
241,249190370,RABKA,2012,1,25,-1.3,,-5.0,,-3.4,,0.0,8.0,5.0,,S,34,
242,249190370,RABKA,2012,1,26,-3.5,,-7.5,,-5.6,,0.0,8.0,0.9,,S,41,
243,249190370,RABKA,2012,1,27,-4.4,,-13.0,,-9.9,,0.0,8.0,0.0,9.0,,42,
244,249190370,RABKA,2012,1,28,1.5,,-14.5,,-8.8,,0.0,8.0,0.0,9.0,,40,
245,249190370,RABKA,2012,1,29,-2.8,,-18.5,,-12.4,,0.0,8.0,0.0,9.0,,38,
246,249190370,RABKA,2012,1,30,-4.1,,-21.0,,-14.7,,0.0,8.0,0.0,9.0,,35,
247,249190370,RABKA,2012,1,31,-6.3,,-23.0,,-17.1,,0.0,8.0,0.0,9.0,,34,
